,Random,Always_Sleep,Max_Throughput,Battery_Threshold,Smart_Heuristic,PPO,Random_Wrapped,Always_Sleep_Wrapped,Max_Throughput_Wrapped,Battery_Threshold_Wrapped,Smart_Heuristic_Wrapped,PPO_Wrapped
Random,0.0,-0.7449786953896704,1.2153261801573014,1.0507408244599192,-2.591951593572893,-3.1719106672157427,0.7397083652643396,-1.0691023501320003,2.635234670656746,1.9331349476539978,-3.3679134324540976,-3.6166226432710107
Always_Sleep,0.7449786953896704,0.0,1.5135701805556856,1.389976019206278,-3.561207673724241,-4.332995715609476,2.6167105227487295,-1.6561554058140295,3.1245591404718245,2.375655230454536,-4.877468114575147,-5.266142941522269
Max_Throughput,-1.2153261801573014,-1.5135701805556856,0.0,-0.22302698278002378,-2.2182723783607465,-2.464541494248977,-0.9799763076639305,-1.6203663103196853,0.7933553745168878,0.3085934271668578,-2.5167814469060175,-2.6157282417621315
Battery_Threshold,-1.0507408244599192,-1.389976019206278,0.22302698278002378,0.0,-2.187942707267121,-2.465520112439691,-0.7825427721018864,-1.5117056386062628,1.1041786958231679,0.5825171494852415,-2.5261639447387676,-2.638082387941842
Smart_Heuristic,2.591951593572893,3.561207673724241,2.2182723783607465,2.187942707267121,0.0,-0.8384991159623183,4.405401934508225,2.9200502423511474,3.923450973505534,3.2050163877185893,-1.0192107221727846,-1.349079134298379
PPO,3.1719106672157427,4.332995715609476,2.464541494248977,2.465520112439691,0.8384991159623183,0.0,5.017592711180461,3.7381974336983235,4.207615871881808,3.4967487614505615,-0.13820992095103027,-0.45812283523572367
Random_Wrapped,-0.7397083652643396,-2.6167105227487295,0.9799763076639305,0.7825427721018864,-4.405401934508225,-5.017592711180461,0.0,-3.029713006821467,2.4205417119922004,1.685746839092768,-5.391328627030692,-5.692857809768633
Always_Sleep_Wrapped,1.0691023501320003,1.6561554058140295,1.6203663103196853,1.5117056386062628,-2.9200502423511474,-3.7381974336983235,3.029713006821467,0.0,3.250610301631024,2.5049967191038456,-4.20690693116933,-4.594057600313358
Max_Throughput_Wrapped,-2.635234670656746,-3.1245591404718245,-0.7933553745168878,-1.1041786958231679,-3.923450973505534,-4.207615871881808,-2.4205417119922004,-3.250610301631024,0.0,-0.5479183405359404,-4.283260452537304,-4.401347059507989
Battery_Threshold_Wrapped,-1.9331349476539978,-2.375655230454536,-0.3085934271668578,-0.5825171494852415,-3.2050163877185893,-3.4967487614505615,-1.685746839092768,-2.5049967191038456,0.5479183405359404,0.0,-3.5692896989484955,-3.689169442315949
Smart_Heuristic_Wrapped,3.3679134324540976,4.877468114575147,2.5167814469060175,2.5261639447387676,1.0192107221727846,0.13820992095103027,5.391328627030692,4.20690693116933,4.283260452537304,3.5692896989484955,0.0,-0.3337255987000482
PPO_Wrapped,3.6166226432710107,5.266142941522269,2.6157282417621315,2.638082387941842,1.349079134298379,0.45812283523572367,5.692857809768633,4.594057600313358,4.401347059507989,3.689169442315949,0.3337255987000482,0.0
